cancer_label,CSU_RANK,hdi_group,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Kaposi sarcoma",103,3,20,2,0,203,19,5,.02,.821,"Czechia",14,"Eastern Europe"
"Oesophagus",103,1,21,2,0,548,6,1,.85,.574,"Vanuatu",19,"Melanesia"
"Vagina",103,1,22,2,0,417,22,9,.28,.63,"Kyrgyzstan",12,"South Central Asia"
"Gallbladder",103,3,23,2,0,376,12,55,.73,.873,"Israel",13,"Western Asia"
"Larynx",103,1,24,2,0,112,14,27,.28,.699,"Belarus",14,"Eastern Europe"
"Hypopharynx",103,0,25,2,0,566,5,41,.07,.45,"Nigeria",5,"Western Africa"
"Lip, oral cavity",103,0,26,2,0,454,1,83,1.28,.357,"Malawi",1,"Eastern Africa"
"Oropharynx",103,2,27,2,0,484,3,130,.16,.718,"Mexico",7,"Central America"
"Vulva",103,0,28,2,0,418,21,19,.61,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Salivary glands",103,3,29,2,0,392,2,581,.36,.864,"Japan",10,"Eastern Asia"
"Stomach",103,3,30,2,0,40,7,475,3.96,.847,"Austria",17,"Western Europe"
"Bladder",104,3,1,2,0,410,30,1101,1.58,.837,"Korea, Republic of",10,"Eastern Asia"
"Brain, CNS",104,2,2,2,0,784,31,50,2.25,.792,"United Arab Emirates",13,"Western Asia"
"Breast",104,0,3,2,0,288,20,5026,40.19,.499,"Ghana",5,"Western Africa"
"Colorectum",104,0,4,2,0,404,8,1599,10.24,.465,"Kenya",1,"Eastern Africa"
"Pancreas",104,1,5,2,0,760,13,227,2.83,.607,"Syrian Arab Republic",13,"Western Asia"
"Kidney",104,0,6,2,0,231,29,772,1.74,.315,"Ethiopia",1,"Eastern Africa"
"Lung",104,2,7,2,0,400,15,195,5.1,.715,"Jordan",13,"Western Asia"
"NHL",104,2,8,2,0,152,34,650,4.04,.769,"Chile",8,"South America"
"Corpus uteri",104,1,9,2,0,710,24,1839,6.17,.619,"South Africa",4,"Southern Africa"
"Thyroid",104,2,10,2,0,48,32,30,5.15,.795,"Bahrain",13,"Western Asia"
"Leukaemia",104,3,11,2,0,634,36,23,4.03,.822,"Qatar",13,"Western Asia"
"Ovary",104,1,12,2,0,160,25,61060,5.68,.606,"China",10,"Eastern Asia"
"Hodgkin lymphoma",104,0,13,2,0,729,33,127,.68,.415,"Sudan",3,"Northern Africa"
"Multiple myeloma",104,0,14,2,0,116,35,81,1.02,.457,"Cambodia",11,"South-Eastern Asia"
"Melanoma of skin",104,0,15,2,0,478,16,11,.78,.467,"Mauritania",5,"Western Africa"
"Mesothelioma",104,1,16,2,0,764,18,13,.02,.669,"Thailand",11,"South-Eastern Asia"
"Cervix uteri",104,1,17,2,0,192,23,1122,12.83,.698,"Cuba",6,"Caribbean"
"Liver",104,2,18,2,0,434,11,96,3.24,.79,"Libya",3,"Northern Africa"
"Nasopharynx",104,0,19,2,0,686,4,11,.18,.41,"Senegal",5,"Western Africa"
"Kaposi sarcoma",104,1,20,2,0,268,19,1,.02,.699,"Georgia",13,"Western Asia"
"Oesophagus",104,3,21,2,0,705,6,28,.85,.85,"Slovenia",16,"Southern Europe"
"Vagina",104,2,22,2,0,434,22,9,.28,.79,"Libya",3,"Northern Africa"
"Gallbladder",104,1,23,2,0,862,12,136,.72,.692,"Venezuela",8,"South America"
"Larynx",104,0,24,2,0,148,14,22,.28,.307,"Chad",2,"Middle Africa"
"Hypopharynx",104,1,25,2,0,608,5,40,.07,.638,"Philippines",11,"South-Eastern Asia"
"Lip, oral cavity",104,3,26,2,0,630,1,52,1.28,.865,"Puerto Rico",6,"Caribbean"
"Oropharynx",104,1,27,2,0,498,3,7,.16,.663,"Moldova",14,"Eastern Europe"
"Vulva",104,2,28,2,0,780,21,8,.61,.726,"Trinidad and Tobago",6,"Caribbean"
"Salivary glands",104,3,29,2,0,705,2,7,.36,.85,"Slovenia",16,"Southern Europe"
"Stomach",104,1,30,2,0,388,7,86,3.96,.692,"Jamaica",6,"Caribbean"
"Bladder",105,2,1,2,0,780,30,20,1.58,.726,"Trinidad and Tobago",6,"Caribbean"
"Brain, CNS",105,0,2,2,0,586,31,2190,2.23,.462,"Pakistan",12,"South Central Asia"
"Breast",105,2,3,2,0,484,20,31043,39.94,.718,"Mexico",7,"Central America"
"Colorectum",105,2,4,2,0,422,8,384,9.84,.74,"Lebanon",13,"Western Asia"
"Pancreas",105,1,5,2,0,818,13,1307,2.83,.622,"Egypt",3,"Northern Africa"
"Kidney",105,1,6,2,0,504,29,344,1.72,.551,"Morocco",3,"Northern Africa"
"Lung",105,2,7,2,0,784,15,65,5.07,.792,"United Arab Emirates",13,"Western Asia"
"NHL",105,3,8,2,0,312,34,19,3.99,.842,"France, Guadeloupe",6,"Caribbean"
"Corpus uteri",105,1,9,2,0,762,24,234,6.02,.573,"Tajikistan",12,"South Central Asia"
"Thyroid",105,1,10,2,0,320,32,396,5.08,.563,"Guatemala",7,"Central America"
"Leukaemia",105,2,11,2,0,499,36,19,4.02,.773,"Montenegro",16,"Southern Europe"
"Ovary",105,1,12,2,0,496,25,98,5.68,.608,"Mongolia",10,"Eastern Asia"
"Hodgkin lymphoma",105,0,13,2,0,332,33,38,.67,.446,"Haiti",6,"Caribbean"
"Multiple myeloma",105,1,14,2,0,72,35,10,1,.579,"Botswana",4,"Southern Africa"
"Melanoma of skin",105,1,15,2,0,662,16,1,.78,.693,"Saint Lucia",6,"Caribbean"
"Mesothelioma",105,0,16,2,0,887,18,2,.02,.461,"Yemen",13,"Western Asia"
"Cervix uteri",105,1,17,2,0,76,23,18715,12.69,.699,"Brazil",8,"South America"
"Liver",105,0,18,2,0,231,11,1151,3.2,.315,"Ethiopia",1,"Eastern Africa"
"Nasopharynx",105,1,19,2,0,710,4,59,.18,.619,"South Africa",4,"Southern Africa"
"Kaposi sarcoma",105,3,20,2,0,300,19,8,.02,.826,"Greece",16,"Southern Europe"
"Oesophagus",105,1,21,2,0,340,6,43,.84,.575,"Honduras",7,"Central America"
"Vagina",105,3,22,2,0,442,22,3,.28,.869,"Luxembourg",17,"Western Europe"
"Gallbladder",105,3,23,2,0,276,12,1144,.71,.89,"Germany",17,"Western Europe"
"Larynx",105,2,24,2,0,458,14,55,.28,.723,"Malaysia",11,"South-Eastern Asia"
"Hypopharynx",105,3,25,2,0,702,5,4,.07,.833,"Singapore",11,"South-Eastern Asia"
"Lip, oral cavity",105,2,26,2,0,398,1,167,1.25,.714,"Kazakhstan",12,"South Central Asia"
"Oropharynx",105,0,27,2,0,598,3,6,.16,.462,"Papua New Guinea",19,"Melanesia"
"Vulva",105,2,28,2,0,152,21,127,.6,.769,"Chile",8,"South America"
"Salivary glands",105,0,29,2,0,116,2,31,.35,.457,"Cambodia",11,"South-Eastern Asia"
"Stomach",105,0,30,2,0,728,7,130,3.86,.41,"South Sudan",1,"Eastern Africa"
"Bladder",106,0,1,2,0,231,30,530,1.56,.315,"Ethiopia",1,"Eastern Africa"
"Brain, CNS",106,1,2,2,0,704,31,1282,2.17,.602,"Viet Nam",11,"South-Eastern Asia"
"Breast",106,0,3,2,0,729,20,6631,39.94,.415,"Sudan",3,"Northern Africa"
"Colorectum",106,2,4,2,0,682,8,1218,9.82,.748,"Saudi Arabia",13,"Western Asia"
"Pancreas",106,1,5,2,0,68,13,209,2.8,.637,"Bolivia",8,"South America"
"Kidney",106,0,6,2,0,466,29,153,1.71,.334,"Mali",5,"Western Africa"
"Lung",106,1,7,2,0,340,15,206,4.89,.575,"Honduras",7,"Central America"
"NHL",106,0,8,2,0,174,34,15,3.98,.475,"Comoros",1,"Eastern Africa"
"Corpus uteri",106,0,9,2,0,516,24,53,5.79,.541,"Namibia",4,"Southern Africa"
"Thyroid",106,1,10,2,0,862,32,861,5.08,.692,"Venezuela",8,"South America"
"Leukaemia",106,1,11,2,0,360,36,5465,3.99,.615,"Indonesia",11,"South-Eastern Asia"
"Ovary",106,0,12,2,0,64,25,20,5.64,.52,"Bhutan",12,"South Central Asia"
"Hodgkin lymphoma",106,0,13,2,0,716,33,42,.67,.423,"Zimbabwe",1,"Eastern Africa"
"Multiple myeloma",106,1,14,2,0,498,35,37,1,.663,"Moldova",14,"Eastern Europe"
"Melanoma of skin",106,0,15,2,0,894,16,33,.77,.441,"Zambia",1,"Eastern Africa"
"Mesothelioma",106,0,16,2,0,50,18,6,.01,.492,"Bangladesh",12,"South Central Asia"
"Cervix uteri",106,2,17,2,0,348,23,964,12.62,.788,"Hungary",14,"Eastern Europe"
"Liver",106,3,18,2,0,36,11,875,3.16,.907,"Australia",18,"Australia/New Zealand"
"Nasopharynx",106,3,19,2,0,756,4,13,.18,.899,"Switzerland",17,"Western Europe"
"Kaposi sarcoma",106,1,20,2,0,360,19,29,.02,.615,"Indonesia",11,"South-Eastern Asia"
"Oesophagus",106,2,21,2,0,400,6,30,.81,.715,"Jordan",13,"Western Asia"
"Vagina",106,0,22,2,0,566,22,173,.28,.45,"Nigeria",5,"Western Africa"
"Gallbladder",106,1,23,2,0,328,12,3,.71,.622,"Guyana",8,"South America"
"Larynx",106,1,24,2,0,600,14,11,.28,.662,"Paraguay",8,"South America"
"Hypopharynx",106,0,25,2,0,887,5,10,.07,.461,"Yemen",13,"Western Asia"
"Lip, oral cavity",106,1,26,2,0,788,1,107,1.25,.664,"Tunisia",3,"Northern Africa"
"Oropharynx",106,0,27,2,0,716,3,9,.16,.423,"Zimbabwe",1,"Eastern Africa"
"Vulva",106,1,28,2,0,340,21,27,.59,.575,"Honduras",7,"Central America"
"Salivary glands",106,2,29,2,0,458,2,64,.35,.723,"Malaysia",11,"South-Eastern Asia"
"Stomach",106,3,30,2,0,554,7,211,3.85,.888,"New Zealand",18,"Australia/New Zealand"
"Bladder",107,1,1,2,0,760,30,130,1.53,.607,"Syrian Arab Republic",13,"Western Asia"
"Brain, CNS",107,2,2,2,0,48,31,12,2.16,.795,"Bahrain",13,"Western Asia"
"Breast",107,1,3,2,0,462,20,85,39.84,.63,"Maldives",12,"South Central Asia"
"Colorectum",107,2,4,2,0,484,8,7723,9.61,.718,"Mexico",7,"Central America"
"Pancreas",107,2,5,2,0,591,13,90,2.7,.744,"Panama",7,"Central America"
"Kidney",107,0,6,2,0,262,29,7,1.69,.375,"Djibouti",1,"Eastern Africa"
"Lung",107,2,7,2,0,242,15,23,4.85,.7,"Fiji",19,"Melanesia"
"NHL",107,2,8,2,0,188,34,161,3.98,.728,"Costa Rica",7,"Central America"
"Corpus uteri",107,0,9,2,0,404,24,829,5.78,.465,"Kenya",1,"Eastern Africa"
"Thyroid",107,2,10,2,0,434,32,173,4.94,.79,"Libya",3,"Northern Africa"
"Leukaemia",107,3,11,2,0,312,36,16,3.96,.842,"France, Guadeloupe",6,"Caribbean"
"Ovary",107,0,12,2,0,586,25,4987,5.63,.462,"Pakistan",12,"South Central Asia"
"Hodgkin lymphoma",107,3,13,2,0,638,33,3,.66,.822,"France, La Réunion",1,"Eastern Africa"
"Multiple myeloma",107,0,14,2,0,516,35,9,1,.541,"Namibia",4,"Southern Africa"
"Melanoma of skin",107,1,15,2,0,417,16,24,.7,.63,"Kyrgyzstan",12,"South Central Asia"
"Mesothelioma",107,0,16,2,0,104,18,5,.01,.432,"Myanmar",11,"South-Eastern Asia"
"Cervix uteri",107,3,17,2,0,392,23,10958,12.53,.864,"Japan",10,"Eastern Asia"
"Liver",107,0,18,2,0,706,11,132,3.16,.285,"Somalia",1,"Eastern Africa"
"Nasopharynx",107,1,19,2,0,170,4,60,.17,.671,"Colombia",8,"South America"
"Kaposi sarcoma",107,1,20,2,0,408,19,3,.02,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Oesophagus",107,1,21,2,0,504,6,182,.8,.551,"Morocco",3,"Northern Africa"
"Vagina",107,3,22,2,0,352,22,1,.27,.881,"Iceland",15,"Northern Europe"
"Gallbladder",107,3,23,2,0,380,12,763,.71,.85,"Italy",16,"Southern Europe"
"Larynx",107,3,24,2,0,352,14,1,.27,.881,"Iceland",15,"Northern Europe"
"Hypopharynx",107,1,25,2,0,192,5,8,.06,.698,"Cuba",6,"Caribbean"
"Lip, oral cavity",107,1,26,2,0,364,1,561,1.23,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Oropharynx",107,3,27,2,0,300,3,16,.15,.826,"Greece",16,"Southern Europe"
"Vulva",107,2,28,2,0,484,21,475,.56,.718,"Mexico",7,"Central America"
"Salivary glands",107,3,29,2,0,554,2,16,.35,.888,"New Zealand",18,"Australia/New Zealand"
"Stomach",107,1,30,2,0,84,7,7,3.81,.651,"Belize",7,"Central America"
"Bladder",108,2,1,2,0,188,30,72,1.52,.728,"Costa Rica",7,"Central America"
"Brain, CNS",108,0,2,2,0,288,31,220,2.1,.499,"Ghana",5,"Western Africa"
"Breast",108,1,3,2,0,222,20,1612,39.65,.627,"El Salvador",7,"Central America"
"Colorectum",108,2,4,2,0,258,8,20,9.57,.791,"French Polynesia",21,"Polynesia"
"Pancreas",108,2,5,2,0,458,13,469,2.56,.723,"Malaysia",11,"South-Eastern Asia"
"Kidney",108,1,6,2,0,320,29,126,1.68,.563,"Guatemala",7,"Central America"
"Lung",108,3,7,2,0,634,15,15,4.63,.822,"Qatar",13,"Western Asia"
"NHL",108,1,8,2,0,268,34,141,3.91,.699,"Georgia",13,"Western Asia"
"Corpus uteri",108,0,9,2,0,768,24,128,5.59,.433,"Togo",5,"Western Africa"
"Thyroid",108,1,10,2,0,388,32,91,4.88,.692,"Jamaica",6,"Caribbean"
"Leukaemia",108,1,11,2,0,160,36,34970,3.94,.606,"China",10,"Eastern Asia"
"Ovary",108,0,12,2,0,104,25,1813,5.61,.432,"Myanmar",11,"South-Eastern Asia"
"Hodgkin lymphoma",108,1,13,2,0,795,33,21,.66,.666,"Turkmenistan",12,"South Central Asia"
"Multiple myeloma",108,0,14,2,0,728,35,32,1,.41,"South Sudan",1,"Eastern Africa"
"Melanoma of skin",108,1,15,2,0,31,16,48,.69,.651,"Azerbaijan",13,"Western Asia"
"Mesothelioma",108,0,16,2,0,116,18,1,.01,.457,"Cambodia",11,"South-Eastern Asia"
"Cervix uteri",108,1,17,2,0,70,23,263,12.33,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Liver",108,3,18,2,0,826,11,3303,3.16,.881,"United Kingdom",15,"Northern Europe"
"Nasopharynx",108,3,19,2,0,276,4,126,.17,.89,"Germany",17,"Western Europe"
"Kaposi sarcoma",108,3,20,2,0,410,19,12,.02,.837,"Korea, Republic of",10,"Eastern Asia"
"Oesophagus",108,3,21,2,0,44,6,2,.79,.8,"Bahamas",6,"Caribbean"
"Vagina",108,0,22,2,0,418,22,8,.27,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Gallbladder",108,0,23,2,0,478,12,12,.71,.467,"Mauritania",5,"Western Africa"
"Larynx",108,2,24,2,0,591,14,9,.27,.744,"Panama",7,"Central America"
"Hypopharynx",108,0,25,2,0,231,5,19,.06,.315,"Ethiopia",1,"Eastern Africa"
"Lip, oral cavity",108,0,26,2,0,626,1,6,1.23,.503,"Timor-Leste",11,"South-Eastern Asia"
"Oropharynx",108,3,27,2,0,410,3,76,.15,.837,"Korea, Republic of",10,"Eastern Asia"
"Vulva",108,1,28,2,0,760,21,45,.56,.607,"Syrian Arab Republic",13,"Western Asia"
"Salivary glands",108,0,29,2,0,624,2,2,.35,.403,"Guinea-Bissau",5,"Western Africa"
"Stomach",108,0,30,2,0,894,7,167,3.79,.441,"Zambia",1,"Eastern Africa"
"Bladder",109,1,1,2,0,268,30,80,1.51,.699,"Georgia",13,"Western Asia"
"Brain, CNS",109,0,2,2,0,894,31,134,2.08,.441,"Zambia",1,"Eastern Africa"
"Breast",109,1,3,2,0,51,20,1013,39.61,.682,"Armenia",13,"Western Asia"
"Colorectum",109,1,4,2,0,662,8,13,9.44,.693,"Saint Lucia",6,"Caribbean"
"Pancreas",109,0,5,2,0,204,13,94,2.55,.438,"Benin",5,"Western Africa"
"Kidney",109,1,6,2,0,31,29,103,1.67,.651,"Azerbaijan",13,"Western Asia"
"Lung",109,2,7,2,0,398,15,607,4.51,.714,"Kazakhstan",12,"South Central Asia"
"NHL",109,1,8,2,0,360,34,5917,3.9,.615,"Indonesia",11,"South-Eastern Asia"
"Corpus uteri",109,3,9,2,0,638,24,45,5.55,.822,"France, La Réunion",1,"Eastern Africa"
"Thyroid",109,2,10,2,0,703,32,271,4.79,.773,"Slovakia",14,"Eastern Europe"
"Leukaemia",109,1,11,2,0,76,36,5242,3.93,.699,"Brazil",8,"South America"
"Ovary",109,0,12,2,0,116,25,470,5.58,.457,"Cambodia",11,"South-Eastern Asia"
"Hodgkin lymphoma",109,2,13,2,0,398,33,66,.64,.714,"Kazakhstan",12,"South Central Asia"
"Multiple myeloma",109,0,14,2,0,226,35,3,.99,.546,"Equatorial Guinea",2,"Middle Africa"
"Melanoma of skin",109,1,15,2,0,364,16,311,.68,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Mesothelioma",109,2,16,2,0,144,18,2,.01,.703,"Sri Lanka",12,"South Central Asia"
"Cervix uteri",109,3,17,2,0,254,23,19,12.25,.817,"French Guyana",8,"South America"
"Liver",109,2,18,2,0,688,11,330,3.09,.726,"Serbia",16,"Southern Europe"
"Nasopharynx",109,3,19,2,0,392,4,220,.17,.864,"Japan",10,"Eastern Asia"
"Kaposi sarcoma",109,3,20,2,0,528,19,7,.02,.885,"The Netherlands",17,"Western Europe"
"Oesophagus",109,1,21,2,0,68,6,46,.79,.637,"Bolivia",8,"South America"
"Vagina",109,2,22,2,0,422,22,12,.27,.74,"Lebanon",13,"Western Asia"
"Gallbladder",109,0,23,2,0,90,12,2,.69,.486,"Solomon Islands",19,"Melanesia"
"Larynx",109,0,24,2,0,706,14,11,.27,.285,"Somalia",1,"Eastern Africa"
"Hypopharynx",109,3,25,2,0,376,5,4,.06,.873,"Israel",13,"Western Asia"
"Lip, oral cavity",109,1,26,2,0,862,1,230,1.23,.692,"Venezuela",8,"South America"
"Oropharynx",109,1,27,2,0,504,3,33,.15,.551,"Morocco",3,"Northern Africa"
"Vulva",109,1,28,2,0,788,21,50,.54,.664,"Tunisia",3,"Northern Africa"
"Salivary glands",109,0,29,2,0,728,2,13,.35,.41,"South Sudan",1,"Eastern Africa"
"Stomach",109,3,30,2,0,36,7,1084,3.68,.907,"Australia",18,"Australia/New Zealand"
"Bladder",110,0,1,2,0,404,30,209,1.51,.465,"Kenya",1,"Eastern Africa"
"Brain, CNS",110,1,2,2,0,608,31,1131,2.07,.638,"Philippines",11,"South-Eastern Asia"
"Breast",110,1,3,2,0,218,20,3903,39.46,.684,"Ecuador",8,"South America"
"Colorectum",110,0,4,2,0,716,8,433,9.13,.423,"Zimbabwe",1,"Eastern Africa"
"Pancreas",110,2,5,2,0,784,13,31,2.51,.792,"United Arab Emirates",13,"Western Asia"
"Kidney",110,2,6,2,0,52,29,4,1.66,.774,"Barbados",6,"Caribbean"
"Lung",110,0,7,2,0,854,15,252,4.51,.303,"Burkina Faso",5,"Western Africa"
"NHL",110,0,8,2,0,706,34,201,3.81,.285,"Somalia",1,"Eastern Africa"
"Corpus uteri",110,1,9,2,0,795,24,164,5.42,.666,"Turkmenistan",12,"South Central Asia"
"Thyroid",110,3,10,2,0,638,32,29,4.76,.822,"France, La Réunion",1,"Eastern Africa"
"Leukaemia",110,1,11,2,0,268,36,135,3.92,.699,"Georgia",13,"Western Asia"
"Ovary",110,0,12,2,0,800,25,720,5.56,.427,"Uganda",1,"Eastern Africa"
"Hodgkin lymphoma",110,1,13,2,0,68,33,39,.63,.637,"Bolivia",8,"South America"
"Multiple myeloma",110,1,14,2,0,764,35,685,.99,.669,"Thailand",11,"South-Eastern Asia"
"Melanoma of skin",110,0,15,2,0,729,16,96,.68,.415,"Sudan",3,"Northern Africa"
"Mesothelioma",110,0,16,2,0,180,18,2,.01,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Cervix uteri",110,1,17,2,0,504,23,2644,11.97,.551,"Morocco",3,"Northern Africa"
"Liver",110,3,18,2,0,300,11,570,3.06,.826,"Greece",16,"Southern Europe"
"Nasopharynx",110,2,19,2,0,591,4,4,.17,.744,"Panama",7,"Central America"
"Kaposi sarcoma",110,2,20,2,0,703,19,2,.02,.773,"Slovakia",14,"Eastern Europe"
"Oesophagus",110,1,21,2,0,170,6,327,.79,.671,"Colombia",8,"South America"
"Vagina",110,3,22,2,0,474,22,2,.27,.859,"France, Martinique",6,"Caribbean"
"Gallbladder",110,3,23,2,0,124,12,334,.69,.877,"Canada",9,"Northern America"
"Larynx",110,1,24,2,0,320,14,20,.26,.563,"Guatemala",7,"Central America"
"Hypopharynx",110,3,25,2,0,410,5,35,.06,.837,"Korea, Republic of",10,"Eastern Asia"
"Lip, oral cavity",110,2,26,2,0,48,1,6,1.22,.795,"Bahrain",13,"Western Asia"
"Oropharynx",110,0,27,2,0,566,3,102,.15,.45,"Nigeria",5,"Western Africa"
"Vulva",110,1,28,2,0,795,21,16,.54,.666,"Turkmenistan",12,"South Central Asia"
"Salivary glands",110,3,29,2,0,752,2,31,.35,.908,"Sweden",15,"Northern Europe"
"Stomach",110,1,30,2,0,275,7,61,3.68,.651,"Gaza Strip and West Bank",13,"Western Asia"
"Bladder",111,0,1,2,0,232,30,18,1.49,.427,"Eritrea",1,"Eastern Africa"
"Brain, CNS",111,0,2,2,0,686,31,104,2.01,.41,"Senegal",5,"Western Africa"
"Breast",111,1,3,2,0,604,20,7797,39.3,.688,"Peru",8,"South America"
"Colorectum",111,0,4,2,0,466,8,487,9.09,.334,"Mali",5,"Western Africa"
"Pancreas",111,1,5,2,0,31,13,161,2.42,.651,"Azerbaijan",13,"Western Asia"
"Kidney",111,2,6,2,0,414,29,24,1.66,.78,"Kuwait",13,"Western Asia"
"Lung",111,1,7,2,0,788,15,366,4.5,.664,"Tunisia",3,"Northern Africa"
"NHL",111,0,8,2,0,116,34,308,3.74,.457,"Cambodia",11,"South-Eastern Asia"
"Corpus uteri",111,1,9,2,0,360,24,8384,5.31,.615,"Indonesia",11,"South-Eastern Asia"
"Thyroid",111,0,10,2,0,232,32,63,4.75,.427,"Eritrea",1,"Eastern Africa"
"Leukaemia",111,1,11,2,0,480,36,29,3.89,.692,"Mauritius",1,"Eastern Africa"
"Ovary",111,2,12,2,0,414,25,83,5.51,.78,"Kuwait",13,"Western Asia"
"Hodgkin lymphoma",111,3,13,2,0,312,33,1,.62,.842,"France, Guadeloupe",6,"Caribbean"
"Multiple myeloma",111,1,14,2,0,795,35,29,.96,.666,"Turkmenistan",12,"South Central Asia"
"Melanoma of skin",111,1,15,2,0,795,16,20,.66,.666,"Turkmenistan",12,"South Central Asia"
"Mesothelioma",111,0,16,2,0,231,18,3,.01,.315,"Ethiopia",1,"Eastern Africa"
"Cervix uteri",111,2,17,2,0,499,23,58,11.96,.773,"Montenegro",16,"Southern Europe"
"Liver",111,0,18,2,0,120,11,245,3.04,.458,"Cameroon",2,"Middle Africa"
"Nasopharynx",111,3,19,2,0,40,4,12,.15,.847,"Austria",17,"Western Europe"
"Kaposi sarcoma",111,0,20,2,0,729,19,6,.02,.415,"Sudan",3,"Northern Africa"
"Oesophagus",111,1,21,2,0,764,6,587,.79,.669,"Thailand",11,"South-Eastern Asia"
"Vagina",111,3,22,2,0,616,22,154,.27,.804,"Poland",14,"Eastern Europe"
"Gallbladder",111,3,23,2,0,208,12,55,.69,.89,"Denmark",15,"Northern Europe"
"Larynx",111,2,24,2,0,804,14,113,.26,.717,"Ukraine",14,"Eastern Europe"
"Hypopharynx",111,1,25,2,0,558,5,2,.06,.589,"Nicaragua",7,"Central America"
"Lip, oral cavity",111,1,26,2,0,496,1,18,1.22,.608,"Mongolia",10,"Eastern Asia"
"Oropharynx",111,0,27,2,0,450,3,14,.14,.464,"Madagascar",1,"Eastern Africa"
"Vulva",111,1,28,2,0,818,21,253,.53,.622,"Egypt",3,"Northern Africa"
"Salivary glands",111,2,29,2,0,434,2,15,.34,.79,"Libya",3,"Northern Africa"
"Stomach",111,0,30,2,0,768,7,85,3.67,.433,"Togo",5,"Western Africa"
"Bladder",112,0,1,2,0,562,30,95,1.48,.273,"Niger",5,"Western Africa"
"Brain, CNS",112,1,2,2,0,320,31,160,1.99,.563,"Guatemala",7,"Central America"
"Breast",112,3,3,2,0,634,20,248,39.03,.822,"Qatar",13,"Western Asia"
"Colorectum",112,1,4,2,0,558,8,323,9.09,.589,"Nicaragua",7,"Central America"
"Pancreas",112,0,5,2,0,384,13,150,2.39,.426,"Côte d'Ivoire",5,"Western Africa"
"Kidney",112,1,6,2,0,364,29,758,1.65,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Lung",112,1,7,2,0,600,15,170,4.45,.662,"Paraguay",8,"South America"
"NHL",112,1,8,2,0,266,34,36,3.73,.626,"Gabon",2,"Middle Africa"
"Corpus uteri",112,1,9,2,0,860,24,891,5.31,.614,"Uzbekistan",12,"South Central Asia"
"Thyroid",112,0,10,2,0,262,32,21,4.73,.375,"Djibouti",1,"Eastern Africa"
"Leukaemia",112,0,11,2,0,232,36,56,3.85,.427,"Eritrea",1,"Eastern Africa"
"Ovary",112,0,12,2,0,418,25,184,5.51,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Hodgkin lymphoma",112,0,13,2,0,706,33,40,.61,.285,"Somalia",1,"Eastern Africa"
"Multiple myeloma",112,0,14,2,0,204,35,35,.94,.438,"Benin",5,"Western Africa"
"Melanoma of skin",112,2,15,2,0,512,16,9,.65,.714,"Oman",13,"Western Asia"
"Mesothelioma",112,0,16,2,0,404,18,2,.01,.465,"Kenya",1,"Eastern Africa"
"Cervix uteri",112,0,17,2,0,418,23,401,11.95,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Liver",112,2,18,2,0,414,11,33,3.03,.78,"Kuwait",13,"Western Asia"
"Nasopharynx",112,3,19,2,0,616,4,63,.15,.804,"Poland",14,"Eastern Europe"
"Kaposi sarcoma",112,2,20,2,0,100,19,2,.01,.736,"Bulgaria",14,"Eastern Europe"
"Oesophagus",112,3,21,2,0,380,6,742,.78,.85,"Italy",16,"Southern Europe"
"Vagina",112,2,22,2,0,620,22,47,.27,.799,"Portugal",16,"Southern Europe"
"Gallbladder",112,2,23,2,0,52,12,2,.68,.774,"Barbados",6,"Caribbean"
"Larynx",112,0,24,2,0,478,14,4,.25,.467,"Mauritania",5,"Western Africa"
"Hypopharynx",112,0,25,2,0,716,5,3,.06,.423,"Zimbabwe",1,"Eastern Africa"
"Lip, oral cavity",112,2,26,2,0,804,1,649,1.2,.717,"Ukraine",14,"Eastern Europe"
"Oropharynx",112,0,27,2,0,478,3,2,.14,.467,"Mauritania",5,"Western Africa"
"Vulva",112,1,28,2,0,68,21,27,.51,.637,"Bolivia",8,"South America"
"Salivary glands",112,1,29,2,0,504,2,76,.34,.551,"Morocco",3,"Northern Africa"
"Stomach",112,0,30,2,0,204,7,137,3.62,.438,"Benin",5,"Western Africa"
"Bladder",113,0,1,2,0,706,30,57,1.47,.285,"Somalia",1,"Eastern Africa"
"Brain, CNS",113,1,2,2,0,600,31,69,1.93,.662,"Paraguay",8,"South America"
"Breast",113,0,3,2,0,706,20,1811,38.62,.285,"Somalia",1,"Eastern Africa"
"Colorectum",113,1,4,2,0,360,8,13773,8.88,.615,"Indonesia",11,"South-Eastern Asia"
"Pancreas",113,1,5,2,0,788,13,202,2.35,.664,"Tunisia",3,"Northern Africa"
"Kidney",113,0,6,2,0,148,29,81,1.63,.307,"Chad",2,"Middle Africa"
"Lung",113,1,7,2,0,795,15,132,4.45,.666,"Turkmenistan",12,"South Central Asia"
